bed_id,ward_name,bed_type,department_id,hospital_id,is_functional
BED00415,Pulmonology Ward 1,General,DEP0035,HOSP02,True
BED00416,Pulmonology Ward 1,General,DEP0035,HOSP02,True
BED00417,Pulmonology Ward 1,General,DEP0035,HOSP02,True
BED00418,Pulmonology Ward 1,Private,DEP0035,HOSP02,True
BED00419,Pulmonology Ward 1,General,DEP0035,HOSP02,True
BED00420,Pulmonology Ward 1,Private,DEP0035,HOSP02,True
BED00421,Pulmonology Ward 1,Private,DEP0035,HOSP02,True
BED00422,Pulmonology Ward 2,Semi-Private,DEP0035,HOSP02,True
BED00423,Pulmonology Ward 2,General,DEP0035,HOSP02,True
BED00424,Pulmonology Ward 2,General,DEP0035,HOSP02,True
BED00425,Pulmonology Ward 2,Private,DEP0035,HOSP02,True
BED00426,Pulmonology Ward 2,Semi-Private,DEP0035,HOSP02,True
BED00427,Pulmonology Ward 2,General,DEP0035,HOSP02,True
BED00428,Pulmonology Ward 2,General,DEP0035,HOSP02,True
BED00429,Pulmonology Ward 2,General,DEP0035,HOSP02,True
BED00430,Pulmonology Ward 3,General,DEP0035,HOSP02,True
BED00431,Gastroenterolo Ward 1,General,DEP0036,HOSP02,True
BED00432,Gastroenterolo Ward 1,General,DEP0036,HOSP02,True
BED00433,Gastroenterolo Ward 1,Private,DEP0036,HOSP02,True
BED00434,Gastroenterolo Ward 1,General,DEP0036,HOSP02,True
BED00435,Gastroenterolo Ward 1,Semi-Private,DEP0036,HOSP02,True
BED00436,Gastroenterolo Ward 1,Private,DEP0036,HOSP02,True
BED00437,Gastroenterolo Ward 1,Semi-Private,DEP0036,HOSP02,True
BED00438,Gastroenterolo Ward 1,General,DEP0036,HOSP02,True
BED00439,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00440,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00441,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00442,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00443,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00444,Gastroenterolo Ward 2,General,DEP0036,HOSP02,True
BED00445,Gastroenterolo Ward 2,Semi-Private,DEP0036,HOSP02,True
BED00446,Urology Ward 1,Private,DEP0037,HOSP02,True
BED00447,Urology Ward 1,Private,DEP0037,HOSP02,True
BED00448,Urology Ward 1,Semi-Private,DEP0037,HOSP02,True
BED00449,Urology Ward 1,Semi-Private,DEP0037,HOSP02,True
BED00450,Urology Ward 1,General,DEP0037,HOSP02,True
BED00451,Urology Ward 1,General,DEP0037,HOSP02,True
BED00452,Urology Ward 1,Private,DEP0037,HOSP02,True
BED00453,Urology Ward 1,Semi-Private,DEP0037,HOSP02,True
BED00454,Urology Ward 2,Semi-Private,DEP0037,HOSP02,True
BED00455,Urology Ward 2,General,DEP0037,HOSP02,True
BED00456,Urology Ward 2,Semi-Private,DEP0037,HOSP02,True
BED00457,Urology Ward 2,General,DEP0037,HOSP02,True
BED00458,ENT Ward 1,General,DEP0038,HOSP02,True
BED00459,ENT Ward 1,General,DEP0038,HOSP02,False
BED00460,ENT Ward 1,Private,DEP0038,HOSP02,True
BED00461,ENT Ward 1,Private,DEP0038,HOSP02,True
BED00462,ENT Ward 1,General,DEP0038,HOSP02,True
BED00463,ENT Ward 1,General,DEP0038,HOSP02,True
BED00464,ENT Ward 1,Private,DEP0038,HOSP02,True
BED00465,ENT Ward 1,General,DEP0038,HOSP02,True
BED00466,ENT Ward 2,Semi-Private,DEP0038,HOSP02,True
BED00467,ENT Ward 2,Semi-Private,DEP0038,HOSP02,True
BED00468,ENT Ward 2,General,DEP0038,HOSP02,True
BED00469,ENT Ward 2,Semi-Private,DEP0038,HOSP02,True
BED00470,ENT Ward 2,General,DEP0038,HOSP02,True
BED00471,ENT Ward 2,Semi-Private,DEP0038,HOSP02,True
BED00472,ENT Ward 2,General,DEP0038,HOSP02,True
BED00473,ENT Ward 2,Semi-Private,DEP0038,HOSP02,False
BED00474,ENT Ward 3,General,DEP0038,HOSP02,True
BED00475,ENT Ward 3,General,DEP0038,HOSP02,True
BED00476,Ophthalmology Ward 1,Semi-Private,DEP0039,HOSP02,True
BED00477,Ophthalmology Ward 1,General,DEP0039,HOSP02,True
BED00478,Ophthalmology Ward 1,General,DEP0039,HOSP02,True
BED00479,Ophthalmology Ward 1,General,DEP0039,HOSP02,True
BED00480,Ophthalmology Ward 1,General,DEP0039,HOSP02,True
BED00481,Ophthalmology Ward 1,Private,DEP0039,HOSP02,True
BED00482,Ophthalmology Ward 1,General,DEP0039,HOSP02,True
BED00483,Ophthalmology Ward 1,Private,DEP0039,HOSP02,True
BED00484,Ophthalmology Ward 2,Private,DEP0039,HOSP02,True
BED00485,Ophthalmology Ward 2,Semi-Private,DEP0039,HOSP02,True
BED00486,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00487,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00488,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00489,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00490,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00491,Ophthalmology Ward 2,General,DEP0039,HOSP02,True
BED00492,Dermatology Ward 1,General,DEP0040,HOSP02,True
BED00493,Dermatology Ward 1,General,DEP0040,HOSP02,True
BED00494,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00495,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00496,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00497,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00498,Psychiatry Ward 1,Private,DEP0041,HOSP02,True
BED00499,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00500,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00501,Psychiatry Ward 1,General,DEP0041,HOSP02,True
BED00502,Psychiatry Ward 2,General,DEP0041,HOSP02,True
BED00503,Psychiatry Ward 2,Semi-Private,DEP0041,HOSP02,True
BED00504,Psychiatry Ward 2,General,DEP0041,HOSP02,True
BED00505,Psychiatry Ward 2,Private,DEP0041,HOSP02,True
BED00506,Psychiatry Ward 2,Private,DEP0041,HOSP02,True
BED00507,Psychiatry Ward 2,General,DEP0041,HOSP02,True
BED00508,Psychiatry Ward 2,General,DEP0041,HOSP02,True
BED00509,Psychiatry Ward 2,Semi-Private,DEP0041,HOSP02,True
BED00510,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00511,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00512,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00513,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00514,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00515,Burn Unit Ward 1,ICU,DEP0042,HOSP02,True
BED00516,Burn Unit Ward 1,ICU,DEP0042,HOSP02,False
BED00517,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00518,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00519,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00520,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00521,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00522,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00523,Neonatal ICU Ward 1,NICU,DEP0043,HOSP02,True
BED00524,Dialysis Unit Ward 1,Dialysis,DEP0044,HOSP02,True
BED00525,Dialysis Unit Ward 1,Dialysis,DEP0044,HOSP02,True
BED00526,Dialysis Unit Ward 1,Dialysis,DEP0044,HOSP02,True
BED00527,Dialysis Unit Ward 1,Dialysis,DEP0044,HOSP02,True
BED00528,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00529,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00530,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00531,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00532,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00533,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00534,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00535,Emergency Ward 1,Emergency,DEP0045,HOSP03,True
BED00536,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00537,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00538,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00539,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00540,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00541,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00542,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00543,ICU Ward 1,ICU,DEP0046,HOSP03,True
BED00544,ICU Ward 2,ICU,DEP0046,HOSP03,True
BED00545,ICU Ward 2,ICU,DEP0046,HOSP03,True
BED00546,ICU Ward 2,ICU,DEP0046,HOSP03,True
BED00547,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00548,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00549,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00550,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00551,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00552,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00553,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00554,HDU Ward 1,HDU,DEP0047,HOSP03,True
BED00555,General Medici Ward 1,Semi-Private,DEP0048,HOSP03,True
BED00556,General Medici Ward 1,Private,DEP0048,HOSP03,True
BED00557,General Medici Ward 1,General,DEP0048,HOSP03,True
BED00558,General Medici Ward 1,Private,DEP0048,HOSP03,True
BED00559,General Medici Ward 1,General,DEP0048,HOSP03,True
BED00560,General Medici Ward 1,Semi-Private,DEP0048,HOSP03,True
BED00561,General Medici Ward 1,General,DEP0048,HOSP03,True
BED00562,General Medici Ward 1,General,DEP0048,HOSP03,True
BED00563,General Medici Ward 2,General,DEP0048,HOSP03,True
BED00564,General Medici Ward 2,General,DEP0048,HOSP03,True
BED00565,General Medici Ward 2,Semi-Private,DEP0048,HOSP03,True
BED00566,General Medici Ward 2,Private,DEP0048,HOSP03,True
BED00567,General Medici Ward 2,Semi-Private,DEP0048,HOSP03,True
BED00568,General Medici Ward 2,Private,DEP0048,HOSP03,True
BED00569,General Medici Ward 2,Private,DEP0048,HOSP03,True
BED00570,General Medici Ward 2,General,DEP0048,HOSP03,True
BED00571,General Surger Ward 1,General,DEP0049,HOSP03,True
BED00572,General Surger Ward 1,General,DEP0049,HOSP03,False
BED00573,General Surger Ward 1,General,DEP0049,HOSP03,True
BED00574,General Surger Ward 1,General,DEP0049,HOSP03,True
BED00575,General Surger Ward 1,General,DEP0049,HOSP03,True
BED00576,General Surger Ward 1,General,DEP0049,HOSP03,True
BED00577,General Surger Ward 1,Semi-Private,DEP0049,HOSP03,True
BED00578,General Surger Ward 1,Private,DEP0049,HOSP03,True
BED00579,General Surger Ward 2,Semi-Private,DEP0049,HOSP03,True
BED00580,General Surger Ward 2,General,DEP0049,HOSP03,True
BED00581,General Surger Ward 2,General,DEP0049,HOSP03,True
BED00582,General Surger Ward 2,General,DEP0049,HOSP03,True
BED00583,General Surger Ward 2,General,DEP0049,HOSP03,True
BED00584,General Surger Ward 2,General,DEP0049,HOSP03,True
BED00585,General Surger Ward 2,General,DEP0049,HOSP03,False
BED00586,General Surger Ward 2,Private,DEP0049,HOSP03,True
BED00587,Orthopedics Ward 1,Private,DEP0050,HOSP03,True
BED00588,Orthopedics Ward 1,General,DEP0050,HOSP03,True
BED00589,Orthopedics Ward 1,General,DEP0050,HOSP03,True
BED00590,Orthopedics Ward 1,General,DEP0050,HOSP03,True
BED00591,Orthopedics Ward 1,General,DEP0050,HOSP03,True
BED00592,Orthopedics Ward 1,General,DEP0050,HOSP03,False
BED00593,Orthopedics Ward 1,General,DEP0050,HOSP03,True
BED00594,Orthopedics Ward 1,General,DEP0050,HOSP03,False
BED00595,Orthopedics Ward 2,Private,DEP0050,HOSP03,True
BED00596,Orthopedics Ward 2,Private,DEP0050,HOSP03,True
BED00597,Orthopedics Ward 2,General,DEP0050,HOSP03,True
BED00598,Orthopedics Ward 2,Semi-Private,DEP0050,HOSP03,True
BED00599,Orthopedics Ward 2,Semi-Private,DEP0050,HOSP03,True
BED00600,Orthopedics Ward 2,General,DEP0050,HOSP03,True
BED00601,Orthopedics Ward 2,General,DEP0050,HOSP03,True
BED00602,Orthopedics Ward 2,General,DEP0050,HOSP03,True
BED00603,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00604,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00605,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00606,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00607,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00608,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00609,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00610,Maternity & Ob Ward 1,Maternity,DEP0051,HOSP03,True
BED00611,Maternity & Ob Ward 2,Maternity,DEP0051,HOSP03,False
BED00612,Maternity & Ob Ward 2,Maternity,DEP0051,HOSP03,True
BED00613,Maternity & Ob Ward 2,Maternity,DEP0051,HOSP03,True
BED00614,Pediatrics Ward 1,General,DEP0052,HOSP03,True
BED00615,Pediatrics Ward 1,Semi-Private,DEP0052,HOSP03,True
BED00616,Pediatrics Ward 1,General,DEP0052,HOSP03,True
BED00617,Pediatrics Ward 1,General,DEP0052,HOSP03,True
BED00618,Pediatrics Ward 1,General,DEP0052,HOSP03,True
BED00619,Pediatrics Ward 1,General,DEP0052,HOSP03,True
BED00620,Pediatrics Ward 1,General,DEP0052,HOSP03,False
BED00621,Pediatrics Ward 1,Private,DEP0052,HOSP03,True
BED00622,Pediatrics Ward 2,Private,DEP0052,HOSP03,True
BED00623,Pediatrics Ward 2,General,DEP0052,HOSP03,True
BED00624,Pediatrics Ward 2,General,DEP0052,HOSP03,False
BED00625,Pediatrics Ward 2,General,DEP0052,HOSP03,True
BED00626,Cardiology Ward 1,Semi-Private,DEP0053,HOSP03,True
BED00627,Cardiology Ward 1,Semi-Private,DEP0053,HOSP03,True
BED00628,Cardiology Ward 1,General,DEP0053,HOSP03,True
BED00629,Cardiology Ward 1,General,DEP0053,HOSP03,True
BED00630,Cardiology Ward 1,General,DEP0053,HOSP03,True
BED00631,Cardiology Ward 1,Private,DEP0053,HOSP03,True
BED00632,Cardiology Ward 1,Semi-Private,DEP0053,HOSP03,True
BED00633,Cardiology Ward 1,General,DEP0053,HOSP03,True
BED00634,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00635,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00636,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00637,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00638,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00639,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00640,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00641,Cardiology Ward 2,General,DEP0053,HOSP03,True
BED00642,Neurology Ward 1,Private,DEP0054,HOSP03,True
BED00643,Neurology Ward 1,General,DEP0054,HOSP03,True
BED00644,Neurology Ward 1,Semi-Private,DEP0054,HOSP03,True
BED00645,Neurology Ward 1,General,DEP0054,HOSP03,True
BED00646,Neurology Ward 1,Semi-Private,DEP0054,HOSP03,True
BED00647,Neurology Ward 1,Semi-Private,DEP0054,HOSP03,True
BED00648,Neurology Ward 1,General,DEP0054,HOSP03,True
BED00649,Neurology Ward 1,Private,DEP0054,HOSP03,True
BED00650,Neurology Ward 2,General,DEP0054,HOSP03,True
BED00651,Neurology Ward 2,Private,DEP0054,HOSP03,True
BED00652,Neurology Ward 2,Private,DEP0054,HOSP03,True
BED00653,Neurology Ward 2,Semi-Private,DEP0054,HOSP03,True
BED00654,Neurology Ward 2,Private,DEP0054,HOSP03,False
BED00655,Neurology Ward 2,General,DEP0054,HOSP03,True
BED00656,Nephrology Ward 1,General,DEP0055,HOSP03,True
BED00657,Nephrology Ward 1,General,DEP0055,HOSP03,True
BED00658,Nephrology Ward 1,General,DEP0055,HOSP03,True
BED00659,Nephrology Ward 1,Semi-Private,DEP0055,HOSP03,True
BED00660,Nephrology Ward 1,Semi-Private,DEP0055,HOSP03,True
