shift_id,staff_id,department_id,shift_date,shift_type,patients_handled,is_overtime
SHF0011044,STF00660,DEP0072,2021-05-30,Evening,6,False
SHF0011045,STF00562,DEP0001,2024-06-29,Evening,9,False
SHF0011046,STF00932,DEP0009,2023-08-06,Evening,21,True
SHF0011047,STF00225,DEP0088,2024-05-20,Evening,9,False
SHF0011048,STF00801,DEP0045,2024-06-16,Night,5,False
SHF0011049,STF01117,DEP0045,2023-01-07,Morning,10,False
SHF0011050,STF01161,DEP0074,2023-05-23,Night,5,False
SHF0011051,STF00490,DEP0079,2024-04-08,Evening,21,True
SHF0011052,STF00185,DEP0004,2021-02-17,Evening,7,False
SHF0011053,STF00602,DEP0095,2021-04-29,Morning,5,False
SHF0011054,STF00071,DEP0026,2021-03-17,Morning,18,True
SHF0011055,STF00997,DEP0026,2024-08-09,Evening,17,True
SHF0011056,STF00033,DEP0001,2021-04-05,Morning,9,False
SHF0011057,STF00964,DEP0045,2022-11-07,Night,9,False
SHF0011058,STF00825,DEP0007,2021-02-01,Morning,9,False
SHF0011059,STF01171,DEP0044,2021-04-09,Evening,9,False
SHF0011060,STF00661,DEP0089,2021-02-12,Morning,7,False
SHF0011061,STF00392,DEP0070,2023-12-31,Evening,33,True
SHF0011062,STF00754,DEP0001,2023-03-03,Evening,17,True
SHF0011063,STF00481,DEP0064,2021-11-26,Morning,26,True
SHF0011064,STF00745,DEP0023,2022-06-06,Morning,21,True
SHF0011065,STF01165,DEP0096,2024-01-07,Night,11,True
SHF0011066,STF00009,DEP0093,2021-09-07,Night,8,False
SHF0011067,STF00802,DEP0070,2024-02-05,Evening,21,True
SHF0011068,STF00401,DEP0093,2023-12-03,Evening,18,True
SHF0011069,STF01026,DEP0048,2021-10-25,Morning,13,False
SHF0011070,STF00215,DEP0069,2023-05-10,Morning,15,True
SHF0011071,STF01025,DEP0067,2024-11-02,Morning,25,True
SHF0011072,STF00832,DEP0026,2022-01-30,Morning,12,False
SHF0011073,STF00205,DEP0099,2024-02-15,Evening,8,False
SHF0011074,STF00628,DEP0007,2023-02-09,Night,5,False
SHF0011075,STF00969,DEP0089,2022-07-08,Evening,14,False
SHF0011076,STF00566,DEP0001,2022-11-01,Morning,14,False
SHF0011077,STF00541,DEP0077,2022-03-24,Night,15,True
SHF0011078,STF00791,DEP0009,2022-11-24,Evening,20,True
SHF0011079,STF01057,DEP0069,2024-01-09,Morning,22,True
SHF0011080,STF01117,DEP0045,2021-10-15,Night,20,True
SHF0011081,STF00546,DEP0001,2024-12-04,Morning,10,False
SHF0011082,STF00841,DEP0005,2024-09-30,Night,22,True
SHF0011083,STF00514,DEP0051,2021-11-21,Night,11,True
SHF0011084,STF01163,DEP0026,2023-03-15,Evening,9,False
SHF0011085,STF00192,DEP0002,2021-11-16,Night,10,True
SHF0011086,STF00106,DEP0080,2022-11-13,Night,14,True
SHF0011087,STF00037,DEP0067,2023-03-11,Morning,9,False
SHF0011088,STF00603,DEP0073,2024-12-31,Night,7,False
SHF0011089,STF00115,DEP0067,2023-08-26,Morning,10,False
SHF0011090,STF01060,DEP0091,2021-08-13,Morning,20,True
SHF0011091,STF00384,DEP0026,2021-06-04,Evening,30,True
SHF0011092,STF00100,DEP0028,2021-08-26,Evening,20,True
SHF0011093,STF00992,DEP0051,2023-03-29,Night,11,True
SHF0011094,STF00617,DEP0102,2022-04-28,Morning,16,True
SHF0011095,STF00960,DEP0009,2022-11-14,Night,10,True
SHF0011096,STF00361,DEP0094,2023-04-18,Night,15,True
SHF0011097,STF00167,DEP0070,2021-08-03,Morning,19,True
SHF0011098,STF00424,DEP0092,2024-04-13,Night,18,True
SHF0011099,STF00096,DEP0026,2023-07-12,Morning,17,True
SHF0011100,STF00204,DEP0025,2021-01-25,Morning,16,True
SHF0011101,STF00939,DEP0096,2022-02-27,Morning,17,True
SHF0011102,STF00676,DEP0023,2023-12-17,Morning,15,True
SHF0011103,STF00858,DEP0093,2024-11-28,Evening,27,True
SHF0011104,STF00002,DEP0078,2021-06-19,Morning,25,True
SHF0011105,STF00840,DEP0085,2022-06-21,Morning,8,False
SHF0011106,STF00700,DEP0097,2021-10-24,Morning,7,False
SHF0011107,STF00918,DEP0029,2022-05-27,Evening,11,False
SHF0011108,STF00766,DEP0045,2024-06-19,Evening,17,True
SHF0011109,STF00093,DEP0064,2021-03-17,Morning,12,False
SHF0011110,STF00872,DEP0090,2022-04-23,Night,6,False
SHF0011111,STF00355,DEP0027,2022-02-16,Evening,18,True
SHF0011112,STF00349,DEP0057,2021-05-14,Evening,22,True
SHF0011113,STF00719,DEP0090,2024-03-28,Evening,14,False
SHF0011114,STF00940,DEP0047,2024-06-28,Morning,25,True
SHF0011115,STF00037,DEP0067,2022-08-09,Night,18,True
SHF0011116,STF00850,DEP0067,2021-01-23,Morning,15,True
SHF0011117,STF00834,DEP0102,2023-07-31,Morning,24,True
SHF0011118,STF00954,DEP0103,2022-07-21,Morning,14,False
SHF0011119,STF00617,DEP0102,2024-01-03,Morning,13,False
SHF0011120,STF00360,DEP0067,2021-12-14,Morning,10,False
SHF0011121,STF00800,DEP0051,2024-07-15,Night,16,True
SHF0011122,STF00905,DEP0108,2022-08-20,Evening,10,False
SHF0011123,STF00668,DEP0028,2021-01-28,Morning,19,True
SHF0011124,STF00899,DEP0077,2024-09-05,Morning,10,False
SHF0011125,STF00928,DEP0040,2023-02-04,Morning,25,True
SHF0011126,STF00702,DEP0003,2023-03-03,Evening,12,False
SHF0011127,STF00372,DEP0106,2024-06-03,Evening,29,True
SHF0011128,STF00445,DEP0089,2021-08-03,Night,20,True
SHF0011129,STF00611,DEP0074,2022-03-12,Morning,26,True
SHF0011130,STF00168,DEP0048,2024-10-20,Evening,7,False
SHF0011131,STF00587,DEP0070,2021-09-11,Evening,18,True
SHF0011132,STF00416,DEP0059,2024-03-09,Night,8,False
SHF0011133,STF01027,DEP0096,2024-04-01,Evening,20,True
SHF0011134,STF00553,DEP0097,2024-08-25,Evening,18,True
SHF0011135,STF00843,DEP0029,2024-06-27,Morning,22,True
SHF0011136,STF00879,DEP0049,2022-11-09,Evening,10,False
SHF0011137,STF00447,DEP0030,2022-11-18,Morning,13,False
SHF0011138,STF00867,DEP0058,2024-11-12,Night,5,False
SHF0011139,STF00496,DEP0083,2022-10-28,Evening,7,False
SHF0011140,STF00378,DEP0004,2024-01-28,Evening,22,True
SHF0011141,STF00355,DEP0027,2024-12-18,Evening,22,True
SHF0011142,STF01082,DEP0005,2024-07-08,Evening,17,True
SHF0011143,STF01045,DEP0011,2022-10-18,Evening,10,False
SHF0011144,STF00798,DEP0008,2023-07-06,Evening,9,False
SHF0011145,STF00829,DEP0045,2023-02-01,Night,9,False
SHF0011146,STF00512,DEP0049,2023-12-03,Morning,18,True
SHF0011147,STF00228,DEP0049,2023-12-31,Night,12,True
SHF0011148,STF01192,DEP0009,2023-12-27,Morning,10,False
SHF0011149,STF00861,DEP0049,2024-11-26,Morning,17,True
SHF0011150,STF00990,DEP0069,2024-11-18,Morning,11,False
SHF0011151,STF00717,DEP0001,2024-12-25,Morning,9,False
SHF0011152,STF01103,DEP0027,2023-11-17,Night,4,False
SHF0011153,STF00419,DEP0097,2022-07-03,Evening,17,True
SHF0011154,STF00551,DEP0049,2023-08-28,Morning,9,False
SHF0011155,STF00583,DEP0067,2022-07-27,Night,13,True
SHF0011156,STF00742,DEP0067,2023-02-04,Morning,7,False
SHF0011157,STF00524,DEP0071,2024-10-13,Morning,11,False
SHF0011158,STF00920,DEP0012,2024-03-02,Morning,13,False
SHF0011159,STF00950,DEP0006,2022-10-12,Morning,18,True
SHF0011160,STF00997,DEP0026,2022-09-08,Evening,12,False
SHF0011161,STF00618,DEP0045,2021-11-30,Evening,12,False
SHF0011162,STF01099,DEP0029,2023-05-26,Night,5,False
SHF0011163,STF01200,DEP0093,2022-07-17,Morning,17,True
SHF0011164,STF00419,DEP0097,2023-07-02,Morning,23,True
SHF0011165,STF00925,DEP0006,2022-04-12,Morning,12,False
SHF0011166,STF00900,DEP0067,2024-03-24,Evening,10,False
SHF0011167,STF00778,DEP0090,2021-11-30,Evening,9,False
SHF0011168,STF00414,DEP0052,2023-05-03,Night,5,False
SHF0011169,STF00782,DEP0067,2024-04-24,Morning,6,False
SHF0011170,STF01101,DEP0092,2022-09-07,Night,29,True
SHF0011171,STF00890,DEP0023,2024-08-02,Evening,27,True
SHF0011172,STF00926,DEP0075,2023-04-07,Night,13,True
SHF0011173,STF00636,DEP0007,2024-05-03,Evening,12,False
SHF0011174,STF00998,DEP0071,2023-06-12,Evening,12,False
SHF0011175,STF00408,DEP0054,2021-08-01,Evening,33,True
SHF0011176,STF00666,DEP0048,2023-10-18,Night,16,True
SHF0011177,STF00190,DEP0025,2022-01-26,Evening,18,True
SHF0011178,STF00492,DEP0001,2023-06-14,Night,31,True
SHF0011179,STF00609,DEP0027,2024-10-29,Night,10,True
SHF0011180,STF00989,DEP0092,2023-09-10,Morning,14,False
SHF0011181,STF00323,DEP0006,2023-03-12,Night,5,False
SHF0011182,STF00664,DEP0004,2024-02-21,Morning,10,False
SHF0011183,STF00307,DEP0045,2023-06-16,Morning,18,True
SHF0011184,STF00644,DEP0075,2021-06-21,Evening,11,False
SHF0011185,STF01077,DEP0006,2023-05-07,Evening,9,False
SHF0011186,STF00005,DEP0094,2023-03-20,Night,12,True
SHF0011187,STF00928,DEP0040,2022-05-30,Evening,19,True
SHF0011188,STF00390,DEP0073,2023-12-06,Evening,18,True
SHF0011189,STF00818,DEP0090,2023-05-08,Night,9,False
SHF0011190,STF01000,DEP0071,2022-02-18,Morning,25,True
SHF0011191,STF00914,DEP0060,2022-09-26,Evening,15,True
SHF0011192,STF00329,DEP0071,2021-11-20,Night,11,True
SHF0011193,STF00927,DEP0092,2021-10-25,Morning,8,False
SHF0011194,STF00396,DEP0031,2023-12-14,Evening,10,False
SHF0011195,STF00039,DEP0033,2024-08-28,Morning,23,True
SHF0011196,STF00146,DEP0068,2021-01-02,Evening,21,True
SHF0011197,STF00945,DEP0031,2022-09-28,Morning,15,True
SHF0011198,STF00866,DEP0036,2023-06-13,Morning,16,True
SHF0011199,STF00844,DEP0053,2023-06-04,Night,8,False
SHF0011200,STF00277,DEP0078,2024-11-11,Night,7,False
SHF0011201,STF00838,DEP0070,2023-12-23,Night,16,True
SHF0011202,STF00108,DEP0078,2023-05-02,Evening,8,False
SHF0011203,STF00045,DEP0070,2022-05-28,Evening,10,False
SHF0011204,STF00417,DEP0048,2024-08-23,Night,11,True
SHF0011205,STF01045,DEP0011,2021-10-07,Morning,14,False
SHF0011206,STF00859,DEP0072,2021-08-13,Morning,18,True
SHF0011207,STF00709,DEP0051,2024-10-05,Morning,7,False
SHF0011208,STF00210,DEP0071,2024-03-31,Evening,9,False
SHF0011209,STF00555,DEP0028,2024-01-09,Night,14,True
SHF0011210,STF01085,DEP0088,2021-03-03,Evening,11,False
SHF0011211,STF00317,DEP0002,2022-09-19,Night,20,True
SHF0011212,STF00825,DEP0007,2022-02-15,Night,10,True
SHF0011213,STF01061,DEP0094,2024-03-24,Morning,9,False
SHF0011214,STF01177,DEP0074,2021-02-05,Morning,12,False
SHF0011215,STF01036,DEP0010,2022-09-24,Evening,15,True
SHF0011216,STF00477,DEP0004,2023-08-23,Morning,12,False
SHF0011217,STF01031,DEP0072,2021-12-24,Morning,21,True
SHF0011218,STF00016,DEP0097,2022-06-26,Evening,11,False
SHF0011219,STF00603,DEP0073,2023-06-24,Morning,20,True
SHF0011220,STF00636,DEP0007,2021-12-06,Night,9,False
SHF0011221,STF00403,DEP0051,2022-06-13,Morning,22,True
SHF0011222,STF00803,DEP0007,2023-05-22,Night,8,False
SHF0011223,STF00512,DEP0049,2023-02-05,Evening,7,False
SHF0011224,STF00744,DEP0095,2024-03-19,Morning,10,False
SHF0011225,STF01147,DEP0002,2024-12-01,Morning,18,True
SHF0011226,STF00360,DEP0067,2023-05-01,Evening,15,True
SHF0011227,STF00772,DEP0029,2022-02-24,Evening,12,False
SHF0011228,STF01053,DEP0097,2023-01-31,Night,5,False
SHF0011229,STF00014,DEP0048,2023-11-17,Night,6,False
SHF0011230,STF00445,DEP0089,2022-12-03,Morning,15,True
SHF0011231,STF00176,DEP0041,2021-09-15,Evening,26,True
SHF0011232,STF00602,DEP0095,2024-09-30,Morning,12,False
SHF0011233,STF01044,DEP0079,2021-01-13,Morning,9,False
SHF0011234,STF00635,DEP0101,2021-01-02,Night,6,False
SHF0011235,STF00218,DEP0072,2022-06-26,Evening,8,False
SHF0011236,STF00291,DEP0008,2023-05-28,Night,5,False
SHF0011237,STF00624,DEP0102,2023-10-20,Evening,16,True
SHF0011238,STF00156,DEP0001,2021-12-22,Morning,13,False
SHF0011239,STF00781,DEP0089,2024-09-25,Morning,10,False
SHF0011240,STF00635,DEP0101,2022-02-24,Night,7,False
SHF0011241,STF00734,DEP0031,2021-10-11,Evening,12,False
SHF0011242,STF00012,DEP0093,2024-07-17,Evening,15,True
SHF0011243,STF00493,DEP0053,2023-10-29,Night,9,False
SHF0011244,STF00882,DEP0010,2023-05-16,Night,6,False
SHF0011245,STF01103,DEP0027,2024-11-10,Night,9,False
SHF0011246,STF00384,DEP0026,2022-01-07,Morning,16,True
SHF0011247,STF00193,DEP0073,2022-04-11,Morning,33,True
SHF0011248,STF01038,DEP0071,2022-03-02,Morning,9,False
SHF0011249,STF00712,DEP0078,2023-05-01,Evening,15,True
SHF0011250,STF00094,DEP0045,2023-03-26,Night,8,False
SHF0011251,STF01130,DEP0040,2023-08-21,Evening,17,True
SHF0011252,STF00736,DEP0091,2023-08-18,Evening,19,True
SHF0011253,STF00306,DEP0095,2023-10-26,Night,5,False
SHF0011254,STF00885,DEP0108,2023-03-31,Morning,17,True
SHF0011255,STF01105,DEP0067,2022-12-27,Night,15,True
SHF0011256,STF00053,DEP0073,2023-08-13,Night,5,False
SHF0011257,STF00824,DEP0010,2022-12-08,Evening,14,False
SHF0011258,STF01085,DEP0088,2024-11-21,Morning,14,False
SHF0011259,STF00961,DEP0007,2021-12-14,Night,5,False
SHF0011260,STF00734,DEP0031,2022-07-25,Morning,16,True
SHF0011261,STF00377,DEP0025,2022-03-15,Evening,11,False
SHF0011262,STF01076,DEP0051,2023-05-30,Morning,13,False
SHF0011263,STF00824,DEP0010,2021-11-29,Evening,8,False
SHF0011264,STF00391,DEP0099,2024-08-15,Morning,13,False
SHF0011265,STF00432,DEP0072,2023-03-17,Evening,20,True
SHF0011266,STF01106,DEP0089,2023-09-28,Morning,29,True
SHF0011267,STF01169,DEP0073,2024-05-26,Night,8,False
SHF0011268,STF01120,DEP0048,2022-10-04,Morning,12,False
SHF0011269,STF00398,DEP0001,2022-12-04,Morning,8,False
SHF0011270,STF01117,DEP0045,2024-07-14,Evening,12,False
SHF0011271,STF00123,DEP0021,2023-10-14,Morning,12,False
SHF0011272,STF00744,DEP0095,2021-06-16,Night,12,True
SHF0011273,STF00384,DEP0026,2022-11-21,Evening,18,True
SHF0011274,STF00213,DEP0035,2021-02-04,Night,8,False
SHF0011275,STF00872,DEP0090,2022-09-05,Night,9,False
SHF0011276,STF00884,DEP0095,2024-03-31,Morning,11,False
SHF0011277,STF00543,DEP0090,2024-07-02,Morning,9,False
SHF0011278,STF00820,DEP0050,2023-05-02,Morning,13,False
SHF0011279,STF01177,DEP0074,2023-08-18,Morning,14,False
SHF0011280,STF01078,DEP0050,2022-09-01,Evening,33,True
SHF0011281,STF01164,DEP0089,2021-05-20,Morning,17,True
SHF0011282,STF01128,DEP0102,2021-05-19,Morning,11,False
SHF0011283,STF00338,DEP0006,2024-12-28,Morning,13,False
SHF0011284,STF01184,DEP0093,2024-05-17,Morning,15,True
SHF0011285,STF01061,DEP0094,2022-10-05,Night,6,False
SHF0011286,STF00534,DEP0071,2021-03-08,Evening,26,True
SHF0011287,STF00612,DEP0027,2022-03-05,Evening,22,True
SHF0011288,STF00575,DEP0055,2023-10-27,Evening,18,True
SHF0011289,STF00667,DEP0001,2023-05-17,Evening,11,False
SHF0011290,STF01156,DEP0089,2022-12-14,Morning,35,True
SHF0011291,STF01161,DEP0074,2022-04-22,Night,9,False
SHF0011292,STF00776,DEP0005,2024-09-22,Morning,26,True
SHF0011293,STF00579,DEP0055,2021-01-20,Night,10,True
SHF0011294,STF00024,DEP0001,2024-08-22,Morning,16,True
SHF0011295,STF00088,DEP0049,2024-12-14,Evening,23,True
SHF0011296,STF00078,DEP0102,2022-01-21,Morning,18,True
SHF0011297,STF00645,DEP0102,2022-06-22,Morning,17,True
SHF0011298,STF00960,DEP0009,2023-07-29,Night,20,True
SHF0011299,STF00368,DEP0074,2021-12-10,Morning,13,False
SHF0011300,STF00599,DEP0031,2022-04-01,Evening,10,False
SHF0011301,STF00855,DEP0009,2022-12-02,Morning,14,False
SHF0011302,STF01067,DEP0050,2021-06-14,Morning,11,False
SHF0011303,STF00111,DEP0067,2021-09-04,Morning,16,True
SHF0011304,STF00525,DEP0026,2022-06-13,Evening,30,True
SHF0011305,STF00378,DEP0004,2024-08-23,Evening,31,True
SHF0011306,STF00669,DEP0074,2022-01-28,Morning,13,False
SHF0011307,STF00155,DEP0073,2023-01-31,Morning,10,False
SHF0011308,STF00542,DEP0007,2022-01-21,Evening,25,True
SHF0011309,STF00621,DEP0094,2023-05-12,Morning,8,False
SHF0011310,STF01198,DEP0052,2022-02-27,Evening,17,True
SHF0011311,STF00793,DEP0064,2021-04-07,Morning,14,False
SHF0011312,STF00138,DEP0024,2021-01-20,Morning,7,False
SHF0011313,STF00737,DEP0070,2024-06-16,Night,6,False
SHF0011314,STF00806,DEP0030,2021-01-19,Night,8,False
SHF0011315,STF00266,DEP0069,2024-05-01,Night,5,False
SHF0011316,STF01181,DEP0075,2024-06-01,Night,9,False
SHF0011317,STF01091,DEP0053,2024-12-21,Morning,8,False
SHF0011318,STF00313,DEP0051,2024-10-06,Morning,12,False
SHF0011319,STF00796,DEP0095,2023-03-06,Evening,15,True
SHF0011320,STF00706,DEP0096,2023-11-19,Morning,8,False
SHF0011321,STF01175,DEP0026,2023-05-10,Evening,16,True
SHF0011322,STF00959,DEP0001,2024-08-18,Evening,30,True
SHF0011323,STF00029,DEP0025,2023-07-14,Night,7,False
SHF0011324,STF00925,DEP0006,2022-08-25,Evening,18,True
SHF0011325,STF00778,DEP0090,2022-03-24,Evening,34,True
SHF0011326,STF00261,DEP0029,2023-01-03,Morning,18,True
SHF0011327,STF01146,DEP0037,2024-01-04,Morning,24,True
SHF0011328,STF00492,DEP0001,2022-12-19,Morning,19,True
SHF0011329,STF00533,DEP0067,2023-02-21,Night,13,True
SHF0011330,STF00680,DEP0026,2021-01-06,Night,8,False
SHF0011331,STF00541,DEP0077,2023-02-26,Evening,12,False
SHF0011332,STF00521,DEP0067,2024-04-01,Morning,24,True
SHF0011333,STF00186,DEP0049,2022-06-15,Morning,23,True
SHF0011334,STF00343,DEP0097,2024-07-04,Evening,17,True
SHF0011335,STF00796,DEP0095,2024-02-08,Morning,9,False
SHF0011336,STF00055,DEP0027,2023-04-30,Night,9,False
SHF0011337,STF00536,DEP0050,2022-01-07,Morning,8,False
SHF0011338,STF00149,DEP0091,2021-07-28,Morning,23,True
SHF0011339,STF00307,DEP0045,2023-07-10,Night,10,True
SHF0011340,STF00781,DEP0089,2024-01-11,Morning,25,True
SHF0011341,STF00957,DEP0001,2024-07-31,Night,8,False
SHF0011342,STF00576,DEP0067,2022-10-29,Evening,18,True
SHF0011343,STF00750,DEP0001,2021-09-16,Morning,12,False
SHF0011344,STF00785,DEP0093,2023-06-25,Morning,33,True
SHF0011345,STF00253,DEP0078,2022-11-05,Morning,24,True
SHF0011346,STF00696,DEP0013,2024-03-28,Evening,8,False
SHF0011347,STF00342,DEP0056,2023-03-28,Night,7,False
SHF0011348,STF00008,DEP0073,2022-03-18,Night,11,True
SHF0011349,STF00457,DEP0049,2022-11-12,Evening,11,False
SHF0011350,STF01050,DEP0067,2024-09-04,Evening,9,False
SHF0011351,STF00599,DEP0031,2021-03-20,Night,22,True
SHF0011352,STF00497,DEP0023,2024-05-26,Morning,10,False
SHF0011353,STF00816,DEP0042,2022-06-16,Evening,34,True
SHF0011354,STF00032,DEP0018,2022-09-11,Morning,41,True
SHF0011355,STF00987,DEP0045,2023-10-31,Night,7,False
SHF0011356,STF01161,DEP0074,2022-10-03,Night,10,True
SHF0011357,STF00164,DEP0096,2024-02-01,Morning,18,True
SHF0011358,STF00850,DEP0067,2024-06-21,Morning,27,True
SHF0011359,STF00780,DEP0025,2024-02-03,Night,7,False
SHF0011360,STF00515,DEP0034,2024-01-19,Morning,25,True
SHF0011361,STF00684,DEP0089,2022-07-04,Morning,14,False
SHF0011362,STF00043,DEP0028,2023-04-24,Night,6,False
SHF0011363,STF00866,DEP0036,2023-07-20,Morning,11,False
SHF0011364,STF00897,DEP0049,2021-12-11,Morning,14,False
SHF0011365,STF01177,DEP0074,2022-05-13,Evening,33,True
SHF0011366,STF00336,DEP0071,2021-01-17,Morning,33,True
SHF0011367,STF00045,DEP0070,2024-03-05,Night,6,False
SHF0011368,STF00525,DEP0026,2021-03-06,Morning,11,False
SHF0011369,STF00709,DEP0051,2024-12-13,Morning,15,True
SHF0011370,STF00372,DEP0106,2021-12-12,Morning,29,True
SHF0011371,STF00269,DEP0070,2022-01-12,Evening,22,True
SHF0011372,STF00476,DEP0027,2023-12-07,Night,12,True
SHF0011373,STF00784,DEP0032,2023-07-05,Morning,13,False
SHF0011374,STF00507,DEP0051,2024-06-04,Morning,16,True
SHF0011375,STF00354,DEP0092,2024-06-21,Morning,14,False
SHF0011376,STF00615,DEP0003,2022-10-09,Morning,8,False
SHF0011377,STF00479,DEP0004,2021-02-24,Evening,9,False
SHF0011378,STF01106,DEP0089,2024-06-25,Morning,48,True
SHF0011379,STF00227,DEP0071,2023-01-19,Evening,13,False
SHF0011380,STF00960,DEP0009,2024-04-17,Night,5,False
SHF0011381,STF00328,DEP0070,2021-04-17,Morning,8,False
SHF0011382,STF00938,DEP0026,2023-10-27,Night,11,True
SHF0011383,STF00076,DEP0091,2024-10-10,Night,6,False
SHF0011384,STF00791,DEP0009,2022-05-16,Evening,20,True
SHF0011385,STF00498,DEP0098,2022-01-08,Morning,9,False
SHF0011386,STF00024,DEP0001,2024-11-11,Morning,6,False
SHF0011387,STF00729,DEP0023,2022-10-22,Evening,12,False
SHF0011388,STF00150,DEP0050,2021-09-09,Evening,42,True
SHF0011389,STF01071,DEP0012,2021-12-18,Night,21,True
SHF0011390,STF00297,DEP0007,2021-08-08,Morning,28,True
SHF0011391,STF00136,DEP0095,2023-01-02,Morning,15,True
SHF0011392,STF00982,DEP0067,2024-10-18,Evening,10,False
SHF0011393,STF00871,DEP0092,2023-04-20,Night,8,False
SHF0011394,STF00631,DEP0027,2022-07-01,Night,10,True
SHF0011395,STF00101,DEP0005,2022-03-14,Morning,10,False
SHF0011396,STF00896,DEP0093,2022-12-20,Morning,10,False
SHF0011397,STF01155,DEP0023,2023-01-05,Morning,15,True
SHF0011398,STF00556,DEP0036,2022-01-14,Night,8,False
SHF0011399,STF00755,DEP0046,2023-09-27,Night,7,False
SHF0011400,STF00928,DEP0040,2021-03-24,Evening,11,False
SHF0011401,STF00972,DEP0051,2022-09-09,Morning,21,True
SHF0011402,STF00845,DEP0091,2022-06-02,Night,8,False
SHF0011403,STF00554,DEP0045,2024-06-03,Morning,14,False
SHF0011404,STF00752,DEP0090,2022-05-13,Night,11,True
SHF0011405,STF00318,DEP0052,2024-07-22,Night,30,True
SHF0011406,STF00767,DEP0053,2023-04-02,Night,5,False
SHF0011407,STF00202,DEP0067,2024-10-20,Night,4,False
SHF0011408,STF00707,DEP0094,2021-12-09,Evening,14,False
SHF0011409,STF00526,DEP0073,2024-07-06,Morning,11,False
SHF0011410,STF01192,DEP0009,2024-08-21,Morning,20,True
SHF0011411,STF00216,DEP0023,2021-02-27,Evening,19,True
SHF0011412,STF00254,DEP0005,2024-06-24,Morning,19,True
SHF0011413,STF00313,DEP0051,2024-03-23,Night,6,False
SHF0011414,STF00695,DEP0067,2021-03-14,Night,9,False
SHF0011415,STF00367,DEP0102,2021-02-09,Night,7,False
SHF0011416,STF00775,DEP0024,2022-12-20,Night,13,True
SHF0011417,STF00892,DEP0089,2022-06-17,Morning,52,True
SHF0011418,STF00672,DEP0004,2022-03-26,Evening,13,False
SHF0011419,STF00241,DEP0097,2021-11-24,Morning,10,False
SHF0011420,STF00992,DEP0051,2023-02-04,Morning,12,False
SHF0011421,STF00620,DEP0080,2022-12-30,Evening,12,False
SHF0011422,STF00736,DEP0091,2022-05-26,Night,11,True
SHF0011423,STF00200,DEP0007,2021-09-24,Morning,20,True
SHF0011424,STF01112,DEP0065,2022-04-01,Morning,15,True
SHF0011425,STF00057,DEP0093,2023-06-16,Night,12,True
SHF0011426,STF00837,DEP0014,2024-11-01,Evening,17,True
SHF0011427,STF00595,DEP0067,2023-12-31,Evening,12,False
SHF0011428,STF00799,DEP0088,2022-02-15,Morning,8,False
SHF0011429,STF00651,DEP0105,2023-12-29,Evening,12,False
SHF0011430,STF00211,DEP0028,2022-09-21,Evening,22,True
SHF0011431,STF00806,DEP0030,2023-07-05,Morning,11,False
SHF0011432,STF01150,DEP0089,2024-08-27,Morning,14,False
SHF0011433,STF00398,DEP0001,2023-07-14,Night,10,True
SHF0011434,STF00846,DEP0023,2021-09-15,Morning,8,False
SHF0011435,STF00556,DEP0036,2024-10-31,Morning,14,False
SHF0011436,STF00317,DEP0002,2024-09-23,Morning,8,False
SHF0011437,STF00056,DEP0011,2024-01-07,Morning,10,False
SHF0011438,STF01125,DEP0072,2023-01-05,Night,8,False
SHF0011439,STF00929,DEP0052,2021-07-04,Morning,15,True
SHF0011440,STF00763,DEP0027,2024-08-20,Night,7,False
SHF0011441,STF00118,DEP0099,2024-01-30,Night,7,False
SHF0011442,STF00252,DEP0017,2023-07-24,Morning,8,False
SHF0011443,STF01122,DEP0092,2021-07-13,Night,6,False
SHF0011444,STF00746,DEP0093,2024-01-31,Evening,14,False
SHF0011445,STF00031,DEP0011,2021-06-30,Evening,12,False
SHF0011446,STF01156,DEP0089,2024-01-07,Night,12,True
SHF0011447,STF00290,DEP0053,2024-06-16,Morning,23,True
SHF0011448,STF00607,DEP0092,2022-02-28,Morning,24,True
SHF0011449,STF00198,DEP0071,2021-02-03,Night,10,True
SHF0011450,STF00335,DEP0049,2021-12-19,Evening,12,False
SHF0011451,STF00191,DEP0104,2023-09-09,Evening,20,True
SHF0011452,STF00232,DEP0024,2023-05-19,Night,11,True
SHF0011453,STF00090,DEP0069,2021-11-28,Morning,9,False
SHF0011454,STF00903,DEP0061,2022-08-30,Evening,28,True
SHF0011455,STF00411,DEP0073,2021-10-10,Night,13,True
SHF0011456,STF00642,DEP0097,2021-11-21,Evening,8,False
SHF0011457,STF00865,DEP0092,2024-10-18,Night,5,False
SHF0011458,STF00313,DEP0051,2021-03-31,Morning,16,True
SHF0011459,STF00281,DEP0030,2022-05-20,Morning,21,True
SHF0011460,STF00132,DEP0100,2023-12-05,Night,16,True
SHF0011461,STF00211,DEP0028,2023-01-29,Evening,15,True
SHF0011462,STF00377,DEP0025,2022-04-24,Morning,7,False
SHF0011463,STF00896,DEP0093,2021-12-02,Evening,19,True
SHF0011464,STF00632,DEP0030,2022-04-25,Night,9,False
SHF0011465,STF00068,DEP0082,2024-11-03,Evening,9,False
SHF0011466,STF00868,DEP0074,2023-10-16,Morning,11,False
SHF0011467,STF00794,DEP0096,2023-11-28,Evening,6,False
SHF0011468,STF00224,DEP0051,2021-10-18,Evening,8,False
SHF0011469,STF00276,DEP0074,2021-08-07,Morning,34,True
